0;0;0.0001;concept1;0.99272776;None;0.35440928;0.007272243499755859;10;3;128;128
0;1;0.0001;concept1;0.99272776;None;0.46854842;0.007272303104400635;10;3;128;128
0;2;0.0001;concept1;0.99272764;None;0.4379145;0.007272303104400635;10;3;128;128
1;0;0.0001;concept1;0.47551227;None;0.24214056;0.5244877338409424;10;3;128;128
1;1;0.0001;concept1;0.47551224;None;0.32012302;0.5244877338409424;10;3;128;128
1;2;0.0001;concept1;0.4755122;None;0.29919323;0.5244877934455872;10;3;128;128
2;0;0.0001;concept1;0.3019093;None;0.19263767;0.6980907320976257;10;3;128;128
2;1;0.0001;concept1;0.3019093;None;0.2546775;0.6980907320976257;10;3;128;128
2;2;0.0001;concept1;0.30190927;None;0.23802657;0.698090672492981;10;3;128;128
3;0;0.0001;concept1;0.22622003;None;0.1668083;0.7737799882888794;10;3;128;128
3;1;0.0001;concept1;0.22622004;None;0.22052969;0.7737799882888794;10;3;128;128
3;2;0.0001;concept1;0.22622001;None;0.20611134;0.7737799882888794;10;3;128;128
4;0;0.0001;concept1;0.12297308;None;0.121987574;0.8770269155502319;10;3;128;128
4;1;0.0001;concept1;0.122973084;None;0.16127422;0.8770269155502319;10;3;128;128
4;2;0.0001;concept1;0.12297307;None;0.15073004;0.8770269155502319;10;3;128;128
5;0;0.0001;concept1;0.112163424;None;0.11622578;0.8878365755081177;10;3;128;128
5;1;0.0001;concept1;0.112163424;None;0.15365683;0.8878365755081177;10;3;128;128
5;2;0.0001;concept1;0.11216342;None;0.14361067;0.8878365755081177;10;3;128;128
6;0;0.0001;concept1;0.09659981;None;0.107047655;0.903400182723999;10;3;128;128
6;1;0.0001;concept1;0.09659981;None;0.14152284;0.903400182723999;10;3;128;128
6;2;0.0001;concept1;0.0965998;None;0.13227001;0.903400182723999;10;3;128;128
7;0;0.0001;concept1;0.093060344;None;0.104655065;0.906939685344696;10;3;128;128
7;1;0.0001;concept1;0.09306035;None;0.13835971;0.9069396257400513;10;3;128;128
7;2;0.0001;concept1;0.093060344;None;0.12931369;0.9069396257400513;10;3;128;128
8;0;0.0001;concept1;0.08721926;None;0.10042234;0.91278076171875;10;3;128;128
8;1;0.0001;concept1;0.08721925;None;0.1327638;0.91278076171875;10;3;128;128
8;2;0.0001;concept1;0.08721925;None;0.12408367;0.91278076171875;10;3;128;128
9;0;0.0001;concept1;0.08527045;None;0.09890308;0.9147295355796814;10;3;128;128
9;1;0.0001;concept1;0.08527045;None;0.13075528;0.9147295355796814;10;3;128;128
9;2;0.0001;concept1;0.08527045;None;0.12220643;0.9147295355796814;10;3;128;128
10;0;0.0001;concept1;0.08163071;None;0.0958494;0.9183692932128906;10;3;128;128
10;1;0.0001;concept1;0.08163071;None;0.12671812;0.9183692932128906;10;3;128;128
10;2;0.0001;concept1;0.0816307;None;0.11843324;0.9183692932128906;10;3;128;128
11;0;0.0001;concept1;0.08024851;None;0.094679795;0.9197514653205872;10;3;128;128
11;1;0.0001;concept1;0.08024853;None;0.12517186;0.9197514653205872;10;3;128;128
11;2;0.0001;concept1;0.08024852;None;0.116988055;0.9197514653205872;10;3;128;128
12;0;0.0001;concept1;0.07793263;None;0.092591256;0.9220673441886902;10;3;128;128
12;1;0.0001;concept1;0.07793264;None;0.122410685;0.9220673441886902;10;3;128;128
12;2;0.0001;concept1;0.077932626;None;0.11440742;0.9220673441886902;10;3;128;128
13;0;0.0001;concept1;0.07682553;None;0.09162533;0.9231744408607483;10;3;128;128
13;1;0.0001;concept1;0.07682554;None;0.12113369;0.9231744408607483;10;3;128;128
13;2;0.0001;concept1;0.07682553;None;0.11321392;0.9231744408607483;10;3;128;128
14;0;0.0001;concept1;0.07485043;None;0.089775704;0.9251495599746704;10;3;128;128
14;1;0.0001;concept1;0.07485043;None;0.11868838;0.9251495599746704;10;3;128;128
14;2;0.0001;concept1;0.07485043;None;0.110928476;0.9251495599746704;10;3;128;128
15;0;0.0001;concept1;0.07392138;None;0.08895009;0.9260786175727844;10;3;128;128
15;1;0.0001;concept1;0.07392139;None;0.11759686;0.9260786175727844;10;3;128;128
15;2;0.0001;concept1;0.07392138;None;0.109908335;0.9260786175727844;10;3;128;128
16;0;0.0001;concept1;0.07226909;None;0.08739141;0.927730917930603;10;3;128;128
16;1;0.0001;concept1;0.07226908;None;0.1155362;0.927730917930603;10;3;128;128
16;2;0.0001;concept1;0.07226909;None;0.10798239;0.927730917930603;10;3;128;128
17;0;0.0001;concept1;0.071471915;None;0.08666656;0.9285280704498291;10;3;128;128
17;1;0.0001;concept1;0.071471915;None;0.11457791;0.9285280704498291;10;3;128;128
17;2;0.0001;concept1;0.0714719;None;0.10708676;0.9285280704498291;10;3;128;128
18;0;0.0001;concept1;0.06997398;None;0.085218325;0.9300259947776794;10;3;128;128
18;1;0.0001;concept1;0.06997399;None;0.112663284;0.9300259947776794;10;3;128;128
18;2;0.0001;concept1;0.06997398;None;0.1052973;0.9300259947776794;10;3;128;128
19;0;0.0001;concept1;0.06927508;None;0.08457573;0.9307249188423157;10;3;128;128
19;1;0.0001;concept1;0.06927509;None;0.111813724;0.9307249188423157;10;3;128;128
19;2;0.0001;concept1;0.06927509;None;0.1045033;0.9307249188423157;10;3;128;128
20;0;0.0001;concept1;0.06796572;None;0.08330761;0.9320342540740967;10;3;128;128
20;1;0.0001;concept1;0.06796572;None;0.1101372;0.9320342540740967;10;3;128;128
20;2;0.0001;concept1;0.067965716;None;0.102936365;0.9320342540740967;10;3;128;128
21;0;0.0001;concept1;0.06733755;None;0.08272647;0.9326624274253845;10;3;128;128
21;1;0.0001;concept1;0.06733755;None;0.109368905;0.9326624274253845;10;3;128;128
21;2;0.0001;concept1;0.06733755;None;0.10221832;0.9326624274253845;10;3;128;128
22;0;0.0001;concept1;0.066115916;None;0.08152739;0.9338840842247009;10;3;128;128
22;1;0.0001;concept1;0.06611592;None;0.10778365;0.9338840842247009;10;3;128;128
22;2;0.0001;concept1;0.06611591;None;0.10073671;0.9338840842247009;10;3;128;128
23;0;0.0001;concept1;0.065538995;None;0.08099189;0.9344609975814819;10;3;128;128
23;1;0.0001;concept1;0.065539;None;0.10707569;0.9344609975814819;10;3;128;128
23;2;0.0001;concept1;0.06553899;None;0.100075044;0.9344609975814819;10;3;128;128
24;0;0.0001;concept1;0.06444922;None;0.079924434;0.9355508089065552;10;3;128;128
24;1;0.0001;concept1;0.06444923;None;0.10566447;0.9355507493019104;10;3;128;128
24;2;0.0001;concept1;0.06444922;None;0.098756075;0.9355508089065552;10;3;128;128
25;0;0.0001;concept1;0.06393053;None;0.07943473;0.9360694885253906;10;3;128;128
25;1;0.0001;concept1;0.06393053;None;0.10501703;0.9360694885253906;10;3;128;128
25;2;0.0001;concept1;0.06393052;None;0.09815099;0.9360694885253906;10;3;128;128
26;0;0.0001;concept1;0.06290869;None;0.07841801;0.9370912909507751;10;3;128;128
26;1;0.0001;concept1;0.06290869;None;0.10367289;0.9370913505554199;10;3;128;128
26;2;0.0001;concept1;0.06290868;None;0.09689471;0.9370913505554199;10;3;128;128
27;0;0.0001;concept1;0.06243238;None;0.07796462;0.9375675916671753;10;3;128;128
27;1;0.0001;concept1;0.06243239;None;0.103073485;0.9375675916671753;10;3;128;128
27;2;0.0001;concept1;0.062432375;None;0.096334495;0.9375675916671753;10;3;128;128
28;0;0.0001;concept1;0.061501086;None;0.07703825;0.9384989142417908;10;3;128;128
28;1;0.0001;concept1;0.061501086;None;0.101848766;0.9384989142417908;10;3;128;128
28;2;0.0001;concept1;0.061501082;None;0.09518985;0.9384989142417908;10;3;128;128
29;0;0.0001;concept1;0.061073057;None;0.076624356;0.9389269351959229;10;3;128;128
29;1;0.0001;concept1;0.061073057;None;0.10130159;0.9389269351959229;10;3;128;128
29;2;0.0001;concept1;0.06107305;None;0.094678424;0.9389269351959229;10;3;128;128
30;0;0.0001;concept1;0.0601949;None;0.07573758;0.9398050904273987;10;3;128;128
30;1;0.0001;concept1;0.060194906;None;0.10012921;0.9398050904273987;10;3;128;128
30;2;0.0001;concept1;0.060194906;None;0.09358272;0.9398050904273987;10;3;128;128
31;0;0.0001;concept1;0.059793126;None;0.07534959;0.9402068853378296;10;3;128;128
31;1;0.0001;concept1;0.059793126;None;0.09961625;0.9402068853378296;10;3;128;128
31;2;0.0001;concept1;0.059793122;None;0.09310331;0.9402068853378296;10;3;128;128
32;0;0.0001;concept1;0.058999628;None;0.07455119;0.9410003423690796;10;3;128;128
32;1;0.0001;concept1;0.05899963;None;0.098560736;0.9410003423690796;10;3;128;128
32;2;0.0001;concept1;0.058999624;None;0.09211679;0.9410003423690796;10;3;128;128
33;0;0.0001;concept1;0.05862509;None;0.07419031;0.9413748979568481;10;3;128;128
33;1;0.0001;concept1;0.058625095;None;0.098083645;0.9413748979568481;10;3;128;128
33;2;0.0001;concept1;0.058625087;None;0.09167089;0.9413748979568481;10;3;128;128
34;0;0.0001;concept1;0.05786733;None;0.07342226;0.9421326518058777;10;3;128;128
34;1;0.0001;concept1;0.057867333;None;0.097068235;0.9421326518058777;10;3;128;128
34;2;0.0001;concept1;0.05786733;None;0.09072187;0.9421326518058777;10;3;128;128
35;0;0.0001;concept1;0.057520863;None;0.07308484;0.942479133605957;10;3;128;128
35;1;0.0001;concept1;0.057520866;None;0.09662214;0.942479133605957;10;3;128;128
35;2;0.0001;concept1;0.057520863;None;0.09030494;0.942479133605957;10;3;128;128
36;0;0.0001;concept1;0.05682975;None;0.07238236;0.9431702494621277;10;3;128;128
36;1;0.0001;concept1;0.056829754;None;0.09569343;0.9431702494621277;10;3;128;128
36;2;0.0001;concept1;0.056829747;None;0.08943695;0.9431702494621277;10;3;128;128
37;0;0.0001;concept1;0.056507032;None;0.07206504;0.9434929490089417;10;3;128;128
37;1;0.0001;concept1;0.05650703;None;0.0952739;0.9434929490089417;10;3;128;128
